,followers_count,text,location,description,statuses_count,screen_name,following,favourites_count,friends_count,created_at,retweet_count,listed_count,user_id,verified,tweet_id
0,1596,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/DgsP2vmqKV,"New City, NY",New City Patch is your source for local news.,12248,NewCityPatch,51,7,51,Tue Apr 06 18:05:54 +0000 2010,0,54,130226736,False,694206616946765824
1,1826,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/vvUwxZZEVo,"Nyack & Piermont, NY",Nyack-Piermont Patch is your source for local news.,13669,NyackPatch,55,0,55,Tue Jun 22 19:44:23 +0000 2010,0,41,158467267,False,694206615101247488
2,714,#FollowForFollow WHO meets to decide if Zika virus is a global emergency: The UN health agency warned las... https://t.co/O3ZOBuhJhk #tfb,Kenya,Mention me after you tap that follow button for an instant followback. :),79137,_Dirty_Water_,114,10,114,Thu Jul 19 21:04:22 +0000 2012,0,35,705784747,False,694206612680998913
3,2033,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/7RXO1EQGww,,"Local news and conversation from Hudson Valley, NY Patches",6231,HVPatch,871,41,871,Tue Jul 10 18:33:10 +0000 2012,0,46,632210824,False,694206612601491461
4,2553,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,En pèlerinage sur terre.,Je revendique le droit de donner mon avis sur tout et n'importe quoi. Ce compte est accessoirement mon mur des lamentations.,63435,PierreChrist_,691,9419,691,Fri Mar 06 13:15:41 +0000 2009,41,66,23061341,False,694206609422172161
5,67,GM Mosquitoes With Possible Link To Zika Virus Awaiting Release In Florida https://t.co/X3y1Qz6bM7,,,33454,racketnews,29,0,29,Wed Jan 27 04:45:13 +0000 2010,0,29,108837407,False,694206608360931328
6,2583,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/R4Xp0sFgDN,Bedford,Bedford-Katonah Patch is your source for local news.,8471,bedkatonahpatch,455,3,455,Fri Mar 05 15:41:16 +0000 2010,0,79,120138344,False,694206607832403968
7,2044,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/tutt2wd7J3,"New Rochelle, NY",New Rochelle Patch is your source for local news.,6909,NewRoPatch,206,0,206,Wed Jun 23 21:03:51 +0000 2010,0,54,158857042,False,694206607014518785
8,98,RT @scicurious: Check out my links from last week! Spiders in hordes. Zika! Bed bugs! A buggy week that... https://t.co/M81MTZOBKh,,Science.,92,wyorgb,191,111,191,Sat Sep 14 20:30:43 +0000 2013,1,31,1864899704,False,694206606884655104
9,342,RT @HelenBranswell: Revision: @WHO is holding a news conference today about the emergency committee meeting on #Zika virus. 18:30 Geneva ti…,,"Journalist, begeistert von Wissenschaft, schreibt außerdem über Medien und Düsseldorf",1526,RainerKurlemann,678,222,678,Tue Oct 22 07:55:27 +0000 2013,9,31,2148562602,False,694206606444208128
10,1826,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/wOyi1b2AQ4,"Nyack & Piermont, NY",Nyack-Piermont Patch is your source for local news.,13669,NyackPatch,55,0,55,Tue Jun 22 19:44:23 +0000 2010,0,41,158467267,False,694206605911416832
11,858,RT @AP: VIDEO: World Health Organization holds crisis meeting on Zika Virus: https://t.co/j5I48Fm08p,#ConnectTheLeft #p2 #Fem2,"Independent, progressive, No ideology but democracy. Love #Paris, food, arts, science. Living=learning. #WeStandWithParis Also local at @GinaMakesWaves",29498,GinaInTheBurg,1710,3110,1710,Wed Feb 15 01:11:32 +0000 2012,71,150,492702318,False,694206600307937280
12,142,[AW Sports] Top woman golfer monitoring Zika situation ahead of Rio Games https://t.co/9BPvsHomBr,"London, Nigeria ",Google has it,2784,iamyemiyezi,138,0,138,Sun Aug 09 23:41:45 +0000 2015,0,2,3411445181,False,694206592753881088
13,2078,A doctor connected to Putnam Hospital Center says local cases will be brought in by humans bitten elsewhere. https://t.co/EPWAjtnFqr,"Hastings-on-Hudson, NY",Rivertowns Patch is your source for local news.,11328,RivertownsPatch,699,0,699,Sat May 08 11:45:29 +0000 2010,0,56,141558822,False,694206591244079104
14,1615,Zika Update | The Scientist Magazine® https://t.co/3xzPqFHtfv,Planet Earth,Not related to the movie //  I want to be a goat. También se habla Español,51291,Klovn,1054,346,1054,Tue Feb 17 00:41:24 +0000 2009,0,91,21048720,False,694206586194124800
15,497,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,Brasil,impermanência,73948,mepalmeiro,609,2031,609,Wed Sep 28 07:54:25 +0000 2011,11,46,381394563,False,694206585439150080
16,983,Meet the family of Brazilian doctors who sounded the alarm on Zika and microcephaly https://t.co/pr1cjgnwMc,"Boston, San Francisco & beyond","Healthcare/public health issues, technology and progressive politics. MPH 2016 @harvardchansph, ex @practicefusion",10846,lisabari,530,15131,530,Thu Mar 26 19:04:21 +0000 2009,0,99,26820772,False,694206579202199553
17,2939,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/mnzVYjFEmM,"Scarsdale, NY",Scarsdale Patch is your source for local news.,9306,ScarsdalePatch,1191,7,1191,Mon Dec 21 17:04:27 +0000 2009,0,72,98423036,False,694206576329031680
18,131,"Taking bad thing as joke, comedian said Dengue with WiFi =  #ZikaVirus. Outbreak caused by release of GM mosquitoes? https://t.co/LnSIj8XzUW","Kingston, Jamaica W.I.","#SocialJustice activist, liberal pragmatist, mom, grant writer aiming 4 balance, single standard guiding living, empowered, privileged & radiating gratefulness.",1516,nicolewesth,88,315,88,Fri Dec 17 01:43:17 +0000 2010,0,9,227519373,False,694206572772331522
19,105,"RT @frontlinepbs: .@WHO warns that the Zika virus is ""spreading explosively."" Where did it come from? 

MAP: https://t.co/UN4Rs7ophY https:…",California,#Medical #Interpreting is a skill that helps #bridge the #language and #cultural #gap. I make a difference in a #patient's #clinical #encounter!,609,smurphy2001,237,311,237,Wed Sep 29 22:06:23 +0000 2010,12,2,196778434,False,694206564933054464
20,1173,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/xqnzcUdQqm,"Pearl River, New York",Pearl River Patch is your source for local news.,9525,PearlRiverPatch,316,1,316,Wed Jun 23 20:57:45 +0000 2010,0,24,158855363,False,694206562294890497
21,22,"RT @VIralBuzzNewss: As Zika virus spreads, Tata will get prepared for the India start of its hatchback Zic... -  https://t.co/P1lfSlOROv",Boston,I really have got great goals. I launch businesses. Consistently have a positive mindset. Social marketing strategist,7842,THilderley,76,1497,76,Thu Jan 07 17:12:45 +0000 2016,774,1,4736414489,False,694206561942528000
22,1596,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/O0OOGZHD7E,"New City, NY",New City Patch is your source for local news.,12248,NewCityPatch,51,7,51,Tue Apr 06 18:05:54 +0000 2010,0,54,130226736,False,694206559279149056
23,2119,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/dEyCy0w5bu,"Chappaqua-Mount Kisco, NY",ChapKisco Patch is your source for local news.,12522,ChapKiscoPatch,642,2,642,Thu Dec 03 22:52:00 +0000 2009,0,65,94434053,False,694206546637643776
24,1568,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/pK2y8jzqCj,New York,Port Chester Patch is your source for local news.,6375,PChesterPatch,307,0,307,Tue Apr 06 18:08:44 +0000 2010,0,43,130227549,False,694206545878339584
25,1309,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,Minnesota,"We knit together the work of many Minnesotans in a powerful and unified call to #ActOnClimate—a call that is global, scientific, and specific.
RT ≠ Endorsement",4174,MN_350,978,454,978,Wed Sep 29 20:53:13 +0000 2010,11,93,196753919,False,694206545559711745
26,3280,RT @bermaninstitute: Via @NPR: Zika Virus Isn't The First Disease To Spark A Debate About Abortion https://t.co/ZRxoytnBqs #Bioethics,New York City,"ER MD, Lenox Hill Hospital/Forbes/CBS News/Medscape EM Editor/Former NY Jets Sideline MD/DR 911(https://t.co/DdtPoE6r84) Co-Author, #TheFootballDecision @Amazon",14257,DrRobertGlatter,3695,9076,3695,Thu Apr 26 12:35:39 +0000 2012,3,340,563691118,False,694206544527884290
27,1020,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/2UtC6hlCcN,"Pelham , NY",Pelham Patch is your source for local news.,5120,PelhamPatch,178,1,178,Wed Jun 23 20:59:17 +0000 2010,0,36,158855780,False,694206543089143809
28,23,"WHO Holds Emergency Meeting On Zika; U.S. President Obama, Brazil President Rousseff Discuss Outbreak; U.S. Se... https://t.co/t5QQFsb5nY",London,,2264,ICHLibGH,20,0,20,Wed Sep 07 13:02:47 +0000 2011,0,0,369489075,False,694206535430373376
29,2114,RT @BlBrTravel: Do not have a #Zika Freaka(out). Here's how to deal with Zika fears and still #travel. https://t.co/5XQ1ZtSWAz https://t.co…,"Barcelona, Spain","The authority on #Barcelona's best spots, both secret & not-so-secret. And we offer private #tours. Check out our  tours and services at http://t.co/dYtBEgZveR.",51471,bcn_exp,2007,2777,2007,Tue Aug 04 14:31:15 +0000 2009,1,610,62831986,False,694206531508793344
30,98,RT @sciam: Update: More than 40 cases of #Zika virus have been confirmed in the U.S. See our exclusive map to find out where: https://t.co/…,,Science.,92,wyorgb,191,111,191,Sat Sep 14 20:30:43 +0000 2013,50,31,1864899704,False,694206530900594688
31,3090,As the ZIKA virus continues to spread we are highlighting the most seriously affected areas https://t.co/TiEal02udO,UK,"Traveleads is one of the UK’s leading TMCs – with specialist teams working in corporate, oil & gas, sport, TV/film travel and exclusive leisure travel",1331,TraveleadsUK,2999,66,2999,Tue Jan 11 14:31:30 +0000 2011,0,33,236852854,False,694206527301926913
32,2023,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/xIfwfWdfzT,"Bronxville, NY ",Bronxville Patch is your source for local news.,7905,BronxvillePatch,208,13,208,Tue Apr 13 15:58:42 +0000 2010,0,54,132568319,False,694206514551136256
33,1190,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/QgNOS7MjxZ,"Harrison, NY",Harrison Patch is your source for local news.,4063,HarrisonPatch,535,11,535,Tue Dec 01 14:50:24 +0000 2009,0,36,93873338,False,694206514194620416
34,2078,Contracting Zika in Hudson Valley Unlikely: Infectious Disease Specialist https://t.co/6lVUFtKZyp,"Hastings-on-Hudson, NY",Rivertowns Patch is your source for local news.,11328,RivertownsPatch,699,0,699,Sat May 08 11:45:29 +0000 2010,0,56,141558822,False,694206501867491328
35,361,"As #ZikaVirus Spreads, UVA Infectious Diseases Expert Answers Key Questions https://t.co/c09s9W11D1","Charlottesville, VA",Where innovation takes flight! A state-of-the-art research park at the University of Virginia.,1090,UVAResearchPark,214,476,214,Mon Oct 14 17:24:45 +0000 2013,0,17,1961079986,False,694206501687279617
36,705,RT @CNN: The threat of Zika didn't stop Brazilians from this weekend's pre-Carnival celebrations https://t.co/rMS2RXFZ3W https://t.co/Wgmpa…,,ugly but in fashion,207684,bjongrk,208,19628,208,Tue May 25 17:53:14 +0000 2010,152,15,148043239,False,694206494980608001
37,521,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,,".I am a student of engineering in systems , I like to read , watch movies and learn new things . I want to be happy and make many people happy.",2981,YarnitaRdz,821,29,821,Tue May 31 14:40:31 +0000 2011,11,74,308505917,False,694206488844238848
38,876,Is Zika Virus an EPIDEMIC? WHO call summit amid fears of genetically-modified mosquitoes #Health https://t.co/Snni3H4djh,,Find your latest Health news with just one click. Don't miss out on anything happening!,49936,Health_UKnews,1026,0,1026,Mon May 06 15:03:14 +0000 2013,0,42,1407966865,False,694206488106143744
39,1049,"Who are those Dr ordering a costly Zika test in non pregnant, non hospitalized and barely sick patients????","iPhone: 45.522156,-73.577805","The life of an emergency doctor in Montreal; foody, wine lover, also a tech nerd and video game affictionado. Mes gazouillis réflètent opinions personnelles.",16175,EmergencyBlog,344,1192,344,Fri Apr 03 14:13:50 +0000 2009,0,34,28570354,False,694206486256467968
40,237,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,All across the interwebs,"Have a bit of fun, show your position on a major topic, and cheese off your friends who don't agree! All for less than a dollar! How cool is that?",8167,HeadsOrHeadsWeb,512,21,512,Wed Nov 18 13:34:03 +0000 2015,41,8,4218318442,False,694206483416928257
41,7266,"RT @cuepidemiology: Hold onto that #Olympics ticket: By August, #Zika may be under control in #Rio, says Dr. Morse @Columbia https://t.co/1…","New York, New York","@Columbia's Mailman School is at the forefront of local and global #publichealth research, education, and community collaboration.

#HealthIsAHumanRight",7476,ColumbiaMSPH,658,610,658,Wed Jan 20 20:56:30 +0000 2010,1,324,106832630,False,694206483077185537
42,2183,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,tranquility lane,sitting right down waiting for the gift of sound and vision.,183233,bonelam,200,3677,200,Wed Mar 23 23:42:09 +0000 2011,41,41,271153713,False,694206477410684929
43,404,"Zika outbreak 'caused by release of genetically modified mosquitoes in Brazil'
https://t.co/FzZFSNallO",USA,The Daily Publius is a news aggregator for citizens. Our mission is to inform the public on important events that threaten the Republic. #wethepeople #opengov,8692,DailyPublius,1078,0,1078,Sun Sep 18 02:03:23 +0000 2011,0,6,375394307,False,694206470532042753
44,654,"WHO holds emergency meeting to advise on response to Zika virus #GI5006
https://t.co/mLBTaknkti",London,"Associate Professor of IR, National Teaching Fellow & course leader for BA courses in Diplomacy and Peace & Conflict Studies @LondonMetUni. See also @Teach_IR",2557,BAinDiplomacy,542,196,542,Sat Sep 07 13:13:17 +0000 2013,0,26,1747147664,False,694206469353426948
45,11,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Houston, TX",,11,nov_amit,30,17,30,Thu May 13 04:29:37 +0000 2010,41,0,143317986,False,694206467964932098
46,12,"RT @VaibhavHariom: #Zika virus infects 2100 pregnant Columbian women. The virus is spreading its arms
https://t.co/TmnxdsP25V #inshorts htt…",,,27,SuruGeeta,20,5,20,Thu Nov 28 11:54:55 +0000 2013,7,0,2219561930,False,694206465838555136
47,5,@debbiedonothing @MSwartz62 @cafedotcom @ttommyunger 1000's of small-headed babies are being born across Brazil b/c of Zika . . . Not funny!,"Milwaukee, WI",UW-Madison '14,37,UwNoah,1,551,1,Thu Dec 31 02:45:28 +0000 2015,0,0,4660153175,False,694206458494189568
48,1429,"RT @UniGreenwich: Zika virus and whether to eradicate #mosquitoes: Prof Gay Gibson from @NRInstitute was on @bbc5live, 1.18hrs in https://t…",,"The Natural Resources Institute of the University of Greenwich leads in agricultural and food research and consultancy, focusing on developing economies",1786,NRInstitute,890,33,890,Tue Jan 24 08:47:20 +0000 2012,1,64,472768649,False,694206456657240064
49,1089,"RT @ajplus: Could the mosquito-borne Zika virus turn into an ""explosive pandemic"" of babies born with brain damage?
https://t.co/XjRiMPZHzI",,#BlackLivesMatter Mapso https://t.co/Tg8rLL9Ya0    SLIM THICK W YO CUTE ASS,10827,callmemalig,2222,18641,2222,Fri Oct 04 17:02:56 +0000 2013,167,6,1934808000,False,694206452882284544
50,416,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Nairobi, Kenya",Graduate from Daystar University with Bachelor of arts Communication (Electronic Media),1670,Hillamadz,539,19,539,Mon Aug 15 12:01:27 +0000 2011,41,4,355467368,False,694206452563591168
51,222,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Moline, IL ","Producer at #WHBF. Graduate of @LoyolaChicago with a degree in journalism. Love to write, read, laugh, and drink coffee.",6402,HillaryKenyon,339,1271,339,Sat Apr 07 14:51:20 +0000 2012,41,22,547661012,False,694206450936238080
52,1090,[AW Sports] Top woman golfer monitoring Zika situation ahead of Rio Games https://t.co/rZW6vopabD,,"An Entertainment Label, got the finest Artistes, Dance crew, Fashion. For booking, collaboration conglomeratelajanz@gmail.com

BBM PIN - 2BB68850",3202,Lajanz_cong,1088,16,1088,Thu Feb 19 22:07:27 +0000 2015,0,3,3045135994,False,694206450139136000
53,976,What happens when a country without abortion bans pregnancy? https://t.co/zHkN39SV5p @JoshKrisch @vocativ https://t.co/cosQOQIazw #Zika,Rainy Fascism Island,"Politics, art, mental health, disability, going off on tangents. //  IG: halfabee Flickr: redpangolins",839,fractalbears,748,150,748,Mon Dec 21 22:46:58 +0000 2015,0,17,4561511735,False,694206447106809856
54,325,RT @nytimes: The striking deformity at the center of the Zika epidemic has long afflicted and mystified https://t.co/K8yN2UjJAI,,circuito Elizabeth Arden,48599,BzSnow,983,2255,983,Fri Oct 29 15:22:09 +0000 2010,33,11,209625588,False,694206443709399041
55,2613,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,Los Angeles,I'm a fan of  #Zombies  #Lakers #USCTrojans  #Dodgers.  Co-Author of ''Blood Moon'' book one in the Dark Moon series with @ScribeShelly  http://t.co/iU3l8JhkCK,158845,LakersGold,2540,14277,2540,Thu Jul 02 23:38:35 +0000 2009,41,113,53226878,False,694206438881652737
56,1200,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,Maldives,Supporting hand to the goals of #ClimateChange #1PeaceCampaign #ClimateAction | Living in a country above 1 metre Sea level.,22442,AhmedNumen,635,1917,635,Tue Mar 08 17:03:12 +0000 2011,11,62,262732959,False,694206436767731714
57,398,"RT @kashmir_rise: Kindly Share: 6 key facts you need to know about the ""Zika Virus"" https://t.co/eaHJpjth0M","India, Kashmir..... ","Muslimah,Future scholar, Studying at JAMIA TUL BANNAT,  struggling in ds wrld only to plz my Lord so dat i would b able to c Hm in d hereaftr
 لا الہ الا اللہ",3483,hakeem_mahak,300,9270,300,Sun Jul 19 15:13:22 +0000 2015,109,6,3284497993,False,694206436495130628
58,704,"RT @WHO: Q: What is #Zika?
A: https://t.co/3Fq6lJSQpz
#ZikaVirus https://t.co/3cUlnQgloR",Switzerland,"Because we all beings are equal,one;and because it would be a tremendous  pity for this precious beautiful planet,",87895,dh_a_heller,435,9982,435,Tue Jun 02 09:29:06 +0000 2009,1720,75,44090607,False,694206434591031301
59,652,RT CDCgov: Questions about #Zika? CDC’s Dr. Anne Schuchat has answers in new HHSgov Zika 101 blog https://t.co/Pgl9onjfdn,"Los Angeles, CA",UC Institute for Prediction Technology,3686,predictech,1225,894,1225,Thu Feb 19 21:16:36 +0000 2015,0,167,3031612759,False,694206432737116161
60,1758,'No cause for concern over Zika' - CONI https://t.co/5LXCZZ3quh #Ansa,cryptowatchbot@gmail.com,♛,2677080,RealTimeHack,1300,3,1300,Fri Apr 08 16:34:51 +0000 2011,0,292,279118291,False,694206425615220736
61,1758,'No cause for concern over Zika' - CONI https://t.co/OAP4fZdwz7 #Ansa,cryptowatchbot@gmail.com,♛,2677080,RealTimeHack,1300,3,1300,Fri Apr 08 16:34:51 +0000 2011,0,292,279118291,False,694206424126193664
62,56,Interview w/ NJTV re Zika. I say I am a historian.  They ask what public health policies NJ should follow. I repeat: I am a historian.,,,383,jgolden08,160,119,160,Tue Feb 25 20:40:33 +0000 2014,0,4,2361630415,False,694206423354441728
63,1758,'No cause for concern over Zika' - CONI https://t.co/71ntrc9Qra #Ansa,cryptowatchbot@gmail.com,♛,2677080,RealTimeHack,1300,3,1300,Fri Apr 08 16:34:51 +0000 2011,0,292,279118291,False,694206421307691008
64,79,"RT @JPNadda: Based on outcome of WHO meet on Zika Virus, we will issue detailed guidelines in next 48 hrs.","Dibrugarh, India",জয় আই অসম... JAI HIND....,1883,AlokKarDowerah,137,20,137,Sat Sep 25 16:43:48 +0000 2010,27,0,195036400,False,694206420380614656
65,1353,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,,"Virologist - Ph.D., Cambridge University - Research Scientist @ MIT - enthusiastic about global public health & online education
https://t.co/5SdUZEDsK3",3413,_islamhussein,784,307,784,Sat Feb 25 18:55:57 +0000 2012,41,24,503402271,False,694206415741804544
66,645,Zika shows that fear is more contagious than any infection - Financial Times: Financial TimesZika shows that f... https://t.co/LxySJyjYXR,,Link news about New Zealand,44136,dlNewZealand,636,0,636,Mon Jan 19 22:48:13 +0000 2015,0,39,2986530574,False,694206411010539520
67,181,"@hasifnordin x yet. S'pore issued warning.Thai ada 1 case, a guy came back from Taiwan. Zika - at S.America &amp; Caribbean. Like Ebola, travel!","PJ, Malaysia",A post-doctorate and a crazy scientist. Science geek and music instructor.,15413,alfa_alfio,236,2044,236,Thu Feb 24 18:49:26 +0000 2011,0,10,257102674,False,694206408753963008
68,1761,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,São Paulo - SP,"Osasquense não-praticante. Sou jornalista, mas sou limpinho. ¯\_(ツ)_/¯
Meus tweets não refletem nada relacionado ao meu trabalho.",113964,marcioapviana,723,22570,723,Wed Feb 18 12:06:46 +0000 2009,41,54,21189671,False,694206406103269376
69,98,"RT @statnews: There have been 125 suspected cases of Zika in Haiti since it was first confirmed. Unofficially, it’s everywhere https://t.co…",,Science.,92,wyorgb,191,111,191,Sat Sep 14 20:30:43 +0000 2013,7,31,1864899704,False,694206402429063168
70,71,"@cfax1070 Sure, worry about the zika virus, but continue to do nothing about the Lyme disease epidemic!","Victoria, BC, Canada",Artist. Teacher. Musician. Gardener. Nature lover. Writer. Songwriter. Singer. Cook. Camper. Hiker. Pets lover. Photographer.,178,MandolinJoy,201,5,201,Wed Nov 18 06:53:26 +0000 2009,0,4,90818651,False,694206395118284801
71,2361,The Ministry of Defence has commenced training of armed forces personnel for effective response to emerging... https://t.co/nZfPXPCTs9,"Lagos, Nigeria",Fresh Face of Sports Journalism,21289,SportsDayOnline,2517,0,2517,Thu Sep 19 10:22:25 +0000 2013,0,8,1882672394,False,694206394292158465
72,3530,The Actual Mosquito Spreading The Zika Virus Has Zebra Striped Black &amp; White Legs! https://t.co/jqtSPYsviH,USA,"For: Making a Better USA. Pollution Free Clean Energy Wind Turbines. For Saving The Environment & All Its Living Creatures. Seniors, Babies, Children Health.",289440,onahunttoday,4998,262668,4998,Fri Mar 11 23:00:53 +0000 2011,0,554,264451340,False,694206392618606592
73,1897,"RT @LuisEEcobar: Zika virus in Ecuador, a review in Spanish https://t.co/Zbpb6Y2dK8","Quito, Ecuador","Periodista. Premios UNESCO y PNUD. Dos veces finalista premio FNPI García Márquez. En tiempos de engaño, decir la verdad es un acto revolucionario (G. Orwell)",7246,rodolfoasar,244,2120,244,Thu Oct 08 23:17:29 +0000 2009,4,15,80969766,False,694206392488607745
74,2544,"RT @NYC_Everyday: Microcephaly, Spotlighted by Zika Virus, Has Long Afflicted and Mystified  #science",,"Vegan Spinster. Like a hipster doofus without the doofus...or beard. Or bacon. Actually, nothing like a hipster doofus.",17724,iloveseble,3357,12514,3357,Fri Jul 25 13:40:06 +0000 2014,1,258,2679623502,False,694206385504976897
75,72,RT @Newsweek: Most people with Zika don’t know they have it https://t.co/Ce5i78k3JZ,oldham manchester,old enough to be your mother. ;),414,Bettymartinuk,340,243,340,Fri Aug 14 01:52:35 +0000 2015,19,3,3421412777,False,694206377925951490
76,627,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,K.S.A Jeddah H.T: Lahore,SC=ferasanwar2 #Bumblebee #Muslim #Pakistani #Jeddah #Alhumdulilah #Aviationfever #loveAviation #FootballFreak #RealMadrid #halamadrid #carlover,9234,ferasanwar24,440,2677,440,Thu Dec 08 15:17:50 +0000 2011,41,49,431673229,False,694206375711350784
77,266,RT @nytimes: The striking deformity at the center of the Zika epidemic has long afflicted and mystified https://t.co/K8yN2UjJAI,"Bengaluru, Karnataka","Audit Assistant @ R . S . C and co. BANGALORE !*!
Helping in rising funds for New Entrepreneurs!
Graduated in Jain University!#!
Diplomat in Finance & Marketing",16158,ArunkarthikcAK1,162,1261,162,Sun Dec 20 10:02:09 +0000 2015,33,136,4611371654,False,694206373920280576
78,361,Breaking News you should Know for Monday https://t.co/3EmSXUjKDs via @weebly,Trinidad,Working for better online freedom,821,MujibG,1095,11,1095,Thu Dec 10 22:51:35 +0000 2009,0,3,96003078,False,694206371554693120
79,1517,RT @NSC44: Here’s what you need to know about #ZikaVirus from Deputy Homeland Security Advisor Amy Pope → https://t.co/e0ZxpkIsVl,"Erie County (Buffalo), NY","The Erie County Department of Health (ECDOH) promotes & protects the health, safety, and well-being of Erie County residents through various programs & services",4046,ECDOH,506,99,506,Thu Apr 19 12:26:57 +0000 2012,0,54,557670851,False,694206368241311744
80,174195,Add to that the fact that Christian attitudes towards sex contribute to the spread of the Zika virus. https://t.co/nQt1AdAKFR,"iPhone: 44.947103,-93.092956","Evo-devo biologist at the U of Minnesota Morris, politically progressive, ferociously godless, proudly feminist, always ready to rage against ignorance.",32813,pzmyers,400,32,400,Mon Aug 06 23:50:06 +0000 2007,0,4431,8005492,False,694206367305854976
81,13,"RT @VIralBuzzNewss: As Zika virus spreads, Tata will get prepared for the India start of its hatchback Zic... -  https://t.co/P1lfSlOROv",Morristown,I have got great goals. I kick off companies. Always have a confident attitude. Social marketing strategist,7791,TaraDow2,0,0,0,Thu Jan 07 09:27:46 +0000 2016,774,1,4733166153,False,694206367125475328
82,334,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,Porto,,5781,fodido,1122,5239,1122,Fri Mar 20 12:24:18 +0000 2009,41,5,25494975,False,694206364818763777
83,721,RT @nytimes: The striking deformity at the center of the Zika epidemic has long afflicted and mystified https://t.co/K8yN2UjJAI,"Atlanta, GA",I am a Atlanta plaintiff's personal injury trial lawyer and am President of the State Bar of Georgia.,13107,robinfclark,256,71,256,Sat Jan 09 20:12:54 +0000 2010,33,27,103366472,False,694206364072153090
84,79,RT @CNN: The #Zika virus could complicate the launch of the Zica hatchback https://t.co/ZrNJpoBv0M via @CNNMoney https://t.co/brEpkmNFyr,"Harare, Zimbabwe",God - Family - Mechanical_Engineering - Art - Tennis,122,Joey_Garikai,366,48,366,Wed Nov 19 11:32:15 +0000 2014,41,0,2883946108,False,694206362990071808
85,1223,#Zika shows that fear is more contagious than any infection - https://t.co/IYDGffRXPJ https://t.co/eFLqQgvqPG via @FT,Netherlands,BioPharma Science Writer #biologics #mAbs #biosimilars #biobetters PhD Organic Chemistry; Former Editor Generics and Biosimilars Initiative/GaBI,10697,AnnemarieVtW,2353,18,2353,Wed Sep 01 09:00:31 +0000 2010,0,78,185567498,False,694206361320755201
86,149,Seriously @CNN? This is not the biggest worry surrounding the #zika virus right now.  https://t.co/G2NJ3hvXRK,"Baltimore, MD",,119,DRBarton_Stocks,510,9,510,Wed Dec 16 15:41:48 +0000 2015,0,5,4504301357,False,694206354735644672
