,statuses_count,description,friends_count,text,favourites_count,user_id,screen_name,created_at,verified,tweet_id,followers_count,location,following,retweet_count,listed_count
9479,836,,253,RT @gmanews: Why the Zika virus is causing alarm in the Americas https://t.co/CAtG14BMKI,2294,3730313122,johncarl2175,Mon Sep 21 17:14:38 +0000 2015,False,693550456660959233,52,,253,7,0
9480,17456,"#HIPAA Health Data #Privacy De-identification, HIV/Inf Dis/Computnl/Digital Epidemiology, Vaccinology, #DataScience, #BigData, #GIS, UrbanScience, Public Policy",6766,"RT @robindashrink: @dbarthjones Just as Rubella screening ends https://t.co/ARXWC5VySa, Zika threatens https://t.co/bGKets5nMJ https://t.co…",11299,101806923,dbarthjones,Mon Jan 04 16:54:00 +0000 2010,False,693550454760935428,6160,"Columbia University, NYC",6766,1,618
9481,453,"Shop 3A, Savannah Plaza○Earth Elements Jamaica is an all-natural, organic, skin, hair and body care supplies store. For delivery call/whatsapp 18764052331",146,Protect yourself against the Zika virus https://t.co/TcpAQVSKi1,107,2779016207,EarthElementsJA,Sun Sep 21 14:22:52 +0000 2014,False,693550454005960708,199,35 - 41 Constant Spring Rd,146,0,1
9482,62873,Exedous 20,575,RT @FoxNews: .@DrFriedenCDC on Zika virus: “4 out of 5 people who have Zika don’t have symptoms at all.” #Greta https://t.co/hm7dAWmFGw,35,2847901918,WilsonAnene1,Tue Oct 28 08:06:18 +0000 2014,False,693550421583994880,270,"London, England",575,156,56
9483,235,,98,"RT @goodhealth: The Zika virus could be spread through sex, cases suggests: https://t.co/ADTK2HwpTu https://t.co/QirOhZFaoO",216,130546716,ambare972,Wed Apr 07 16:18:48 +0000 2010,False,693550419025477638,20,,98,17,0
9484,1170,"Hunter, trapper, outdoorsman and dad. 
Passionate about sustainability. 
Mindfulness practicioner. 
No work related tweets or followings.",447,"GMO mosquitoes could be cause of Zika outbreak, critics say https://t.co/MaO5f6T0sn",807,397449993,elvinhunts,Mon Oct 24 18:13:47 +0000 2011,False,693550404206985216,205,New England,447,0,11
9485,2761,"Happy, blessed, and forgiving.",131,RT @PeterHotez: I'm scheduled to be on @CNN @NewDay tomorrow late AM discussing #Zika links to poverty where it will strike the poor https:…,4152,2812446430,king_zondra,Tue Oct 07 02:49:54 +0000 2014,False,693550399517782017,129,,131,20,6
9486,7370,numero uno | music lover-hip hop/neo soul and good music | fairness & being just | Kenyan & Global Citizen,1832,Confirmed cases of Zika virus in Cape Verde. How will Africa cope with this outbreak when #AU is busy fighting the ICC?,9583,1652480456,EricJowi,Wed Aug 07 09:07:46 +0000 2013,False,693550394828537856,1427,"Nairobi, Kenya",1832,0,7
9487,170517,,576,Over 2000 Pregnant Women Infected With Zika in Colombia - Voice of America https://t.co/bNwsNMPpBW #health,0,524606927,coreburnflat,Wed Mar 14 18:30:31 +0000 2012,False,693550392831930368,781,,576,0,88
9488,170517,,576,"The Latest: Obama, Brazil's Rousseff discuss spread of Zika - Washington Post https://t.co/AuBDp13eko #health",0,524606927,coreburnflat,Wed Mar 14 18:30:31 +0000 2012,False,693550391695392768,781,,576,0,88
9489,1196,,16,"RT @guardian: Zika virus could be bigger global health threat than Ebola, say health experts https://t.co/Ivkmr7v6jp",2362,2273154285,VtSusie,Fri Jan 10 15:56:30 +0000 2014,False,693550357138522112,46,,16,150,1
9490,15655,Believer|Vegan|Runner|Doc Student|Blogger|Chocoholic,2405,RT @novapbs: This man thought there was a 9th planet inside Mercury's orbit.  https://t.co/OJIGbGPPmM #NOVAnext Week in Review https://t.co…,95029,43840011,thegemmadiaries,Mon Jun 01 05:58:25 +0000 2009,False,693550344018595840,1415,"San Antonio,TX",2405,8,139
9491,1007,"Software engineer @Fluo (ex @XebiaFr), theater actor.",258,"RT @freakonometrics: ""Genetically modified mosquitoes released in Brazil in 2015 linked to the current Zika epidemic?"" https://t.co/MWvmrXM…",54,24861383,flornt,Tue Mar 17 09:42:00 +0000 2009,False,693550339820249088,178,Paris,258,31,30
9492,215035,,4803,"RT @NeilYoungSaveUs: highly probable the virus was actually CREATED by the #GMO #mosquitos. The Orwellian Response is to ""fight"" it with th…",10011,728180250,ZaRdOz420WPN,Tue Jul 31 11:29:00 +0000 2012,False,693550335508488192,4566,Appalachia,4803,1,371
9493,38874,,1112,RT @TheWorldPost: What the response to the Ebola crisis can teach us about the Zika outbreak https://t.co/G88N1Rx1I3 https://t.co/rJjrHVg0BT,21857,312270148,PaulHofada,Mon Jun 06 21:12:06 +0000 2011,False,693550331398078464,1114,Marseille,1112,3,67
9494,1147,Uniting people and solutions from around the world to build ONE sustainable city from scratch. Follow us on Facebook: https://t.co/lFLIDSJaRj,2876,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,134,2830165742,Qetema,Wed Sep 24 16:47:16 +0000 2014,False,693550320933298176,2792,"London, UK",2876,11,56
9495,3176,,14,"""disease demons in Greece, to instruments of population control and herding in Rome.""
https://t.co/Q876HMZn0k
#ZikaVirus
#Zika
#Viruses2016",38,58598957,ShaneKimmins,Mon Jul 20 21:38:23 +0000 2009,False,693550312876023808,50,Santa Fe,14,0,16
9496,3862,Safe and environmentally friendly control of insect pests that spread disease and damage crops. Subsidiary of @Intrexon.,707,RT @jenkers_en: A wacky conspiracy is circulating about #Zika and GMOs  and it needs to stop https://t.co/vsYcgJAfpy https://t.co/SIiFKbnNPL,873,294007947,Oxitec,Fri May 06 11:12:48 +0000 2011,False,693550310745317376,1298,Oxford,707,2,91
9497,3607,"Find a doctor you’ll love. Search 1,000,000 doctors by specialty, location or insurance.",589,RT @HHSGov: Here's what you need to know about the #ZikaVirus and who it could impact: https://t.co/1JLUfvySOM https://t.co/3RQdwdPbvc,1273,244688904,BetterDoctor,Sat Jan 29 22:22:30 +0000 2011,False,693550296308518913,1359,"San Francisco, CA",589,117,193
9498,2333,This account is not affiliated with JetBlue Airways.,180,JetBlue joins list of airlines refunding travel to Zika-hit areas https://t.co/4id8XTw9Rt,0,1119352406,iJetBlueAirways,Fri Jan 25 13:43:22 +0000 2013,False,693550290641899520,298,,180,0,3
9499,29851,I have been all over the world while in the Navy.  I am disabled and love to write.,6575,Fears Rise as Zika Virus Speads https://t.co/0IAyLvaz4s,8448,435157422,mark10210mea,Mon Dec 12 18:54:27 +0000 2011,False,693550272216432640,9765,"Huntingdon, TN",6575,0,208
9500,17051,Freelance gamer. Web geek. Twitter ninja. Prone to fits of apathy. Certified reader. Total social media trailblazer. Extreme thinker.,1,What The Ebola Crisis Can Teach Us About Responding To The Zika Outbreak https://t.co/x66aNmscRA,0,1630087104,HeatherPrice82,Mon Jul 29 11:07:21 +0000 2013,False,693550269343363073,23,"Lombard, IL",1,0,11
9501,11909,Global Point Forecasting System,62,How #climate Change Could Spread Diseases Like Zika https://t.co/5kVJWgnDMg,1,3301926908,gridpointwx,Fri Jul 31 00:23:59 +0000 2015,False,693550262913519616,55,,62,0,26
9502,6,,140,Zika virus: three returning UK travellers diagnosed https://t.co/d2QQ8OjoT4,11,4836814970,tretuky2016,Sat Jan 30 21:31:11 +0000 2016,False,693550259767681024,8,,140,0,0
9503,17839,"Meteorologist from New York. I am interested in the #environment, #weather or #climate. https://t.co/EZIu1X2L6A & https://t.co/bOrUdpTp8e",10415,How #climate Change Could Spread Diseases Like Zika https://t.co/wO7AsUQK5u,234,3111226033,TimMelino,Fri Mar 27 19:57:18 +0000 2015,False,693550256399712256,11412,NY,10415,0,161
9504,6614,"garden artist, writer, consultant, activist. Angry-Zionist, Happy Person, Fierce Advocate for Truth",703,RT @HuffingtonPost: An infectious disease specialist explains all you need to know about Zika virus https://t.co/1rb29MDjet https://t.co/2b…,1221,148092781,roarmore4,Tue May 25 20:38:17 +0000 2010,False,693550250963922946,305,Connecticut,703,105,16
9505,741,Psychologist Rosanne Bostonian Transitions to Holistic Health Practice,29,RT @NPRHealth: Puerto Rico Health Official 'Very Concerned' About Zika's Spread https://t.co/0gmIpYQlvJ,0,3105214783,RosannBostonian,Mon Mar 23 17:45:29 +0000 2015,False,693550248556392448,16,"Florham Park, New Jersey",29,5,0
9506,6523,"writer, teacher, tutor, yogini, momma, partner",508,RT @NewsHour: How does Zika virus shrivel a baby’s brain and other FAQs https://t.co/SZOE71r5jm,609,109865107,clutzclemens,Sat Jan 30 14:50:43 +0000 2010,False,693550246534725632,297,US,508,17,21
9507,7257,What's Happening in Turkey?,1600,"#WorldinFocus: The Spread of Zika &amp;amp; Reproductive Rights
 https://t.co/YRVA4TRkey https://t.co/BW162bNZ4K",0,4504451535,whatsinturkey,Wed Dec 16 16:08:32 +0000 2015,False,693550244617826305,2466,,1600,0,28
9508,118843,A Few Good People... || Man United FC || FC Bayern Munich || Sagittarius,919,RT @OluwaDoDz4Me_eB: Zika virus being spread round the american continent now is caused by mosquitoes.  https://t.co/6V8o3UWBzh,153,137979677,gBK__,Wed Apr 28 08:49:29 +0000 2010,False,693550242084487168,1558,Lagos ,919,3,32
9509,117888,Pedagoga- Pós Graduada Especialista em Controle de Poluição Ambiental- Gestão Ambiental e Desenvolvimento Sustentável - FGV,1637,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,6292,313351628,EFeij,Wed Jun 08 14:38:27 +0000 2011,False,693550237953187841,1798,Rio de Janeiro,1637,11,48
9510,68,"If my views are not my own, then something's gone seriously wrong!",363,RT @nntaleb: Worth investigating; extremely worhty of investigation. https://t.co/lldl1nil1B,5,233268271,Roddy5211,Sun Jan 02 19:55:41 +0000 2011,False,693550211365478400,45,"sligo, ireland",363,83,0
9511,6808,#Jesus     #IAmSecond     #ACNA  #ReaganConservative #DefundPP #RepublicOfTexas  #FairTax,1679,RT @Juan_Sallach: New Weapon to Fight Zika: The Mosquito https://t.co/GpS27ZxJLA https://t.co/jl7zMfzv30,805,74771026,mbretttx,Wed Sep 16 16:30:11 +0000 2009,False,693550203433914368,1404,U-S-A !!!,1679,1,39
9512,50322,"Advocating for reform of the criminal justice system,reform for police,fighting for civil & human rights for people of color! #JusticeOrElse✊
#Blacklivesmatter",1415,"RT @deray: At least 20,000 infected by Zika virus in Colombia https://t.co/TePrgdtboZ",42815,423717038,elaineprettyeye,Mon Nov 28 21:12:45 +0000 2011,False,693550203039793155,1372,Amerikkka,1415,163,62
9513,10659,"At TRT World, audiences can expect balanced, in-depth reporting with a focus on global responsibility.",0,"#WorldinFocus: The Spread of Zika &amp; Reproductive Rights
https://t.co/5TlagyE8aP https://t.co/u1UoUbxuFM",0,3091150576,trtworld,Fri Mar 13 11:23:42 +0000 2015,True,693550198103117827,15059,Istanbul,0,0,155
9514,4983,Cocktail napkin artist.,415,Don't worry Steve Harvey will send it to the Philippines.    https://t.co/RnzYJFSQzW,10156,22552461,jasonlonglaughs,Mon Mar 02 23:28:43 +0000 2009,False,693550197910048768,169,Seattle,415,0,4
9515,2496,"The Utah Chapter Sierra Club is working to protect communities & our environment through educational & legal programs, legislative & political activism.",1100,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,7,1736354400,UtahSierran,Fri Sep 06 18:55:39 +0000 2013,False,693550182194020352,563,"Salt Lake City, Utah",1100,11,35
9516,6604,"Environmental Scientist/Consultant: Molecular (Abiotic-Stress) Plant Physiologist, Green Roofs and Green Walls, Air Quality, Drought and Salinity expert -",585,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,73,1078549772,husain_shaz,Fri Jan 11 05:03:25 +0000 2013,False,693550177412587520,648,Ontario - Canada,585,11,64
9517,190238,"Tomorrow Is Now. A mystical land where 99% of all human productivity, motivation and achievement is stored.",0,2100: More than 2100 pregnant Colombian women infected with Zika virus - Reuters https://t.co/HPgpEqYC2g,2,2436021301,futurehacknow,Wed Apr 09 20:23:18 +0000 2014,False,693550958878539776,372,cryptowatchbot@gmail.com,0,0,161
9518,1804,A pyramid scheme and years of indoctrination all planned of course in which a new world order will be established.,145,RT @CaliGalSal: #Zika Virus 1st Discovered By #Rockefeller Foundation Back In 1947.   https://t.co/u6drAoyr2V  #Bioweapon https://t.co/lFm1…,87,2947741822,RevolutionDMT,Mon Dec 29 01:48:43 +0000 2014,False,693550946396344320,161,,145,1,15
9519,2706,"Political science student, comedy fan, aspiring member of the workforce. Son of a military family, spent time all over the States and western Europe.",255,RT @washingtonpost: A country with the world’s worst homicide rate now grapples with Zika https://t.co/ZC1nuXz9g7,80,3162143561,KenDLusk,Mon Apr 13 04:44:05 +0000 2015,False,693550941652525056,77,,255,49,3
9520,3467,"Law Abiding Citizen - Levantine - Psalm 91 
#YNWA #Andreia #SMCH",763,"RT @freakonometrics: ""Genetically modified mosquitoes released in Brazil in 2015 linked to the current Zika epidemic?"" https://t.co/MWvmrXM…",3610,291148090,AntounAndrea,Sun May 01 14:49:37 +0000 2011,False,693550936694874112,410,,763,31,7
9521,1119,"Feisty ER nurse takes on the medical establishment when she uncovers an epidemic of misdiagnosis.  Based on the true story of Sally Pacholok, RN",251,"@WHO ""microcephaly unrelated to Zika was more common than authorities realized in the past"" #B12 deficiency A KNOWN cause, must be checked.",31,2463246354,SallyB12Movie,Fri Apr 25 14:02:47 +0000 2014,False,693550936476639232,250,,251,0,11
9522,173,"Assistant Professor @queensu, Malignant hematologist with MEd from @OISENews, Interested in #meded, #leusm, #bmtsm, #mmsm, #mpnsm, #lymsm. Tweets are my own.",187,"RT @transfusionnews: Canada - CBS: Blood donations to be deferred for Zika travellers https://t.co/t58OYrDE2M
Also see 
https://t.co/bYMNMF…",36,3906366758,SitaBhella,Thu Oct 15 20:30:43 +0000 2015,False,693550920127385601,42,"Kingston, Ontario",187,3,3
9523,29622,I'm just a phase and so are you.,1361,RT @TIMEWorld: How Climate Change Could Spread Diseases Like Zika https://t.co/JTVOzpg1uo,7295,7869822,dailygasms,Wed Aug 01 04:14:37 +0000 2007,False,693550911889641473,581,keeping it surreal. ,1361,2,17
9524,752,I am an Advanced Practice Nurse and business owner committed to fostering patient centric care for 21st century.,136,Sixty seconds on . . . Zika virus https://t.co/BjtQE4rcGr,2,802829502,clinicallink,Tue Sep 04 17:17:15 +0000 2012,False,693550903597490176,160,,136,0,11
9525,47,"Reaching out to the poor in Pattaya's slums, Thailand",255,RT @PhamNguyenly: Thailand has most Zika cases in region - The Straits Times https://t.co/QDoVubqnAH,9,67472664,katesproject,Fri Aug 21 00:39:36 +0000 2009,False,693550902511280128,43,Ireland,255,1,1
9526,46,,71,"Venezuela is home to one of the largest rivers,the Orinoco,but has only built two new reservoirs in the past 18years https://t.co/gIcwj7w1Y6",0,4832406357,EramoRomulo,Thu Jan 21 11:01:47 +0000 2016,False,693550890515570688,11,,71,0,0
9527,693,"Ph.D., UCLA; CA Psychologist (ret.); EARTH LOVER!  HUMAN HUGGER! ANIMAL ADVOCATE! I'll never stop fighting for #AnimalRights !!  (ง︡'-'︠)ง !!",1937,"@luisitomavila Yes, you certainly gave me an accurate advance warning on the Zika virus.  Now, NIH, WHO and the CDC have all raised alarms!",203,2666614410,DocMichaelG,Mon Jul 21 17:37:15 +0000 2014,False,693550886883192832,1526,"Roswell, New Mexico, USA",1937,0,18
9528,1433,"I love wildilfe, conservation, good people and now, consulting for Rodan and Fields skincare. To order / consult with me- https://t.co/HKKkGSduQK",723,RT @sciam: The surge of Zika virus: Read our Special Report for the latest news on the mosquito-borne disease https://t.co/i883CAB45u,506,18377718,wendytaylortime,Thu Dec 25 18:43:45 +0000 2008,False,693550883435474944,197,"Austin, TX",723,41,12
9529,15874,Health Tips and Women's Health is the focus and direction along with great blog information from friends and professionals with a clear focus about Health.,341,"#Health More than 2,100 pregnant Colombian women infected with Zika virus https://t.co/ZyTQ1Cr0h8",11,393167126,WomenHealth2020,Tue Oct 18 03:45:20 +0000 2011,False,693550878947672064,11421,New York,341,0,111
9530,129971,"Have worked across the media from tv, films to pr Love comedy/jazz/films/rock n roll,opera,books/cooking french food antiques,politics Better to laugh than cry",2828,"RT @freakonometrics: ""Genetically modified mosquitoes released in Brazil in 2015 linked to the current Zika epidemic?"" https://t.co/MWvmrXM…",279,455724651,thehugheslady,Thu Jan 05 12:52:50 +0000 2012,False,693550863185502208,2839,Everywhere,2828,31,116
9531,371,"Activewear designed with function, form & style. Inspired by boxing, kickboxing and cycling.",1639,What The Ebola Crisis Can Teach Us About Responding To The Zika Outbreak https://t.co/OOnr5l2cbj #wellness https://t.co/1nC5sOf2V2,340,4110702256,sports_workouts,Wed Nov 04 08:18:27 +0000 2015,False,693550862451388416,1291,California,1639,0,18
9532,3696,"Public sector counsel. Disability issues, ABI, personal injury, compensation funds admin, law & social justice. Opinions mine. RT, following not endorsement.",594,Could We Have a Zika Vaccine Soon?  https://t.co/xP3RwbN8zF,214,2272392763,MKarabogias,Thu Jan 02 02:54:01 +0000 2014,False,693550857191731200,205,Melbourne     ,594,0,12
9533,58624,"ITIF life sciences guru, keynote speaker, professional skeptic, biotech expert, policy wonk, lover of wilderness.  will travel miles for dark night skies.",1270,RT @mem_somerville: New Weapon to Fight #Zika: The Mosquito https://t.co/Rk8N9EXLTl People are ready to consider this #GMO.,1558,1151362506,prometheusgreen,Tue Feb 05 16:35:49 +0000 2013,False,693550813831172097,1791,,1270,26,152
